Model Name,Dataset,Quantization Batch Size,Original Top1 Accuracy,Quantized Top1 Accuracy,Original Top5 Accuracy,Quantized Top5 Accuracy,Bits,Alphabet_Scalar,Percentile,Include 0,Retain_rate,Seed,Author
googlenet,ILSVRC2012,64,0.69778,0.54214,0.8953,0.7911,5,0.975,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,256,0.69778,0.66342,0.8953,0.87442,5,1,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.61636,0.8953,0.8444,5,0.9,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.6251,0.8953,0.84922,5,1,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.64426,0.8953,0.86416,5,1.1,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65362,0.8953,0.86802,5,1.2,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65682,0.8953,0.87164,5,1.3,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65838,0.8953,0.87318,5,1.4,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.6573,0.8953,0.87202,5,1.5,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65692,0.8953,0.87098,5,1.35,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65292,0.8953,0.86822,5,1.45,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65788,0.8953,0.87152,5,1.36,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65024,0.8953,0.8669,5,1.37,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65746,0.8953,0.8712,5,1.38,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65804,0.8953,0.8707,5,1.39,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65858,0.8953,0.87228,5,1.41,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.6538,0.8953,0.8691,5,1.42,1.0,True,0.25,0,Yixuan
googlenet,ILSVRC2012,128,0.69778,0.65508,0.8953,0.87034,5,1.43,1.0,True,0.25,0,Yixuan
