Model Name,Dataset,Quantization Batch Size,Original Top1 Accuracy,Quantized Top1 Accuracy,Original Top5 Accuracy,Quantized Top5 Accuracy,Bits,MLP_Alphabet_Scalar,CNN_Alphabet_Scalar,MLP_Percentile,CNN_Percentile,Include 0,Retain_rate,Seed,Author
efficientnet_b7,ILSVRC2012,256,0.84122,0.59282,0.96908,0.8262,5,1.2,1.2,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.45978,0.96908,0.73356,5,1.4,1.4,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.42852,0.96908,0.7086,5,1.6,1.6,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.52234,0.96908,0.77958,5,1.8,1.8,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.45092,0.96908,0.72202,5,2,2,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.5719,0.96908,0.8237,5,2.2,2.2,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.49388,0.96908,0.76216,5,2.4,2.4,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.53288,0.96908,0.79102,5,2.1,2.1,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.53396,0.96908,0.78896,5,2.15,2.15,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.52464,0.96908,0.7775,5,2.25,2.25,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.5729,0.96908,0.81402,5,2.3,2.3,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.4728,0.96908,0.7468,5,2.28,2.28,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.4959,0.96908,0.76176,5,2.29,2.29,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.46918,0.96908,0.74736,5,2.31,2.31,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.53862,0.96908,0.78974,5,2.21,2.21,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.22168,0.96908,0.47562,5,2.19,2.19,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,512,0.84122,0.71622,0.96908,0.90302,5,2.2,2.2,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,256,0.84122,0.67262,0.96908,0.88032,5,2.2,2.2,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.16244,0.96908,0.37978,5,2.5,2.5,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.51864,0.96908,0.77414,5,2.6,2.6,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.48216,0.96908,0.75244,5,2.7,2.7,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.52322,0.96908,0.78428,5,2.8,2.8,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.4172,0.96908,0.69668,5,2.9,2.9,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.4951,0.96908,0.76456,5,3,3,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.28228,0.96908,0.56032,5,2.61,2.61,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.53862,0.96908,0.78974,5,2.21,2.21,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.4719,0.96908,0.73888,5,2.22,2.22,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.50994,0.96908,0.77572,5,2.17,2.17,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.5249,0.96908,0.78296,5,2.18,2.18,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.51966,0.96908,0.77822,5,2.23,2.23,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.51332,0.96908,0.7743,5,2.24,2.24,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.57832,0.96908,0.82224,5,2.26,2.26,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.57538,0.96908,0.81674,5,2.27,2.27,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,128,0.84122,0.31488,0.96908,0.59832,5,2.32,2.32,1.0,1.0,True,0.25,0,Yixuan
efficientnet_b7,ILSVRC2012,512,0.84122,0.71692,0.96908,0.90262,5,2.26,2.26,1.0,1.0,True,0.25,0,Yixuan
